Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Relative Humidity [%](Daily),Environment:Site Wind Speed [m/s](Daily),Environment:Site Wind Direction [deg](Daily),Environment:Site Horizontal Infrared Radiation Rate per Area [W/m2](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),THERMAL ZONE: BOX:Zone Outdoor Air Wetbulb Temperature [C](Daily),THERMAL ZONE: BOX:Zone Outdoor Air Wind Speed [m/s](Daily),THERMAL ZONE: BOX:Zone Mean Air Temperature [C](Daily) 
 01/01,0.404166667,71,4.841666667,307.0833333,256.6666667,18.74305556,14.95833333,-1.316151642,2.286238379,4.621008264
 01/02,-0.59375,58.34027778,4.324305556,320.6597222,241.5208333,17.08333333,86.83333333,-3.007805914,2.041940102,4.850692219
 01/03,-2.038541667,83.57986111,2.209375,183.2986111,244.6666667,16.1875,91.75,-2.947567706,1.043268417,4.626461386
 01/04,2.471875,81.92708333,6.407638889,164.0625,285.0763889,15.625,1.625,1.314489226,3.025691556,4.885247863
 01/05,4.140972222,94.40625,5.879861111,185.7986111,299.8680556,13.0625,0,3.766719219,2.776474521,5.689632819
 01/06,4.688541667,83.02430556,3.448958333,294.9652778,281.2569444,17.99305556,86.48611111,3.476178324,1.628600532,5.460461126
 01/07,4.623958333,89.16666667,3.005208333,213.9583333,291.4166667,19.04861111,5.916666667,3.882495407,1.419061473,4.769308284
 01/08,7.385763889,78.52083333,4.287847222,273.6458333,304.4826389,18.82986111,6.166666667,5.751535669,2.024724451,6.727485407
 01/09,7.648611111,74.05902778,6.466666667,257.8819444,307.7604167,19.04166667,4.25,5.550002305,3.053564514,7.156090396
 01/10,8.515277778,74.6875,7.111111111,266.7013889,310.9097222,18.72916667,4.583333333,6.454388193,3.35787163,7.772020153
 01/11,2.569791667,67.82291667,4.222222222,286.9444444,266.4618056,22.19791667,73.78472222,0.418856153,1.99373628,7.531353736
 01/12,1.685416667,66.11805556,4.246180556,302.3263889,259.8645833,21.79513889,50.04166667,-0.47374326,2.005049422,6.42644692
 01/13,5.184027778,82.45138889,3.165277778,230.2430556,296.3159722,22.88310185,6.791666667,3.97207525,1.494646376,4.927972828
 01/14,7.639930556,89.47916667,4.601736111,211.9791667,314.5590278,21.39351852,5.75,6.820621159,2.172943004,5.442840205
 01/15,7.926736111,88.31944444,4.653125,200.7986111,324.1006944,21.76041667,5.541666667,6.980784301,2.197208873,7.300103408
 01/16,8.120138889,83.94097222,8.436458333,190.2430556,323.40625,15.43634259,0,6.815210795,3.983701513,7.860519819
 01/17,5.307291667,89.98263889,7.029513889,193.75,301.4236111,15.68634259,0,4.532026561,3.319341365,7.230815258
 01/18,3.204513889,79.45486111,4.895486111,205.8333333,270.3055556,24.7650463,52.1712963,1.809009686,2.311651959,6.977870535
 01/19,3.216666667,86.39236111,6.304166667,178.0902778,279.6145833,18.29398148,0.791666667,2.283063439,2.9768319,5.969717967
 01/20,4.164236111,82.22569444,5.664236111,211.1458333,282.7465278,25.96296296,38.125,2.86627776,2.674656245,5.204088512
 01/21,4.957638889,79.89930556,7.299305556,203.5763889,286.3159722,21.08449074,15.875,3.480451351,3.446737178,4.95866338
 01/22,3.91875,78.16666667,5.521180556,224.1666667,283.2256944,17.82407407,0,2.3850523,2.607105312,5.995729153
 01/23,5.224652778,67.39930556,7.550694444,250.5555556,281.3263889,26.57291667,77.95833333,2.753783576,3.565443187,6.575359677
 01/24,5.043402778,74.17013889,4.949305556,231.1458333,279.6770833,27.8125,12.08333333,3.152529028,2.337065538,7.054141329
 01/25,5.351388889,93.43055556,3.975694444,134.5486111,306.5381944,18.80902778,0,4.825024493,1.877325692,6.644245561
 01/26,3.39375,82.42013889,5.878472222,282.8125,287.09375,22.49652778,13.125,2.221129938,2.775818686,6.75447707
 01/27,2.621875,87.06597222,4.178125,192.1875,280.8333333,19.96875,0,1.787517908,1.972913541,4.348657619
 01/28,7.847222222,76.58680556,5.95,233.8194444,299.7673611,31.00694444,34.83333333,5.945063226,2.809594153,5.35453311
 01/29,6.754513889,83.51041667,3.684027778,198.9930556,313.1145833,30.77777778,12,5.48535255,1.739600488,7.277531174
 01/30,1.898611111,74.58680556,2.699652778,165.3125,261.03125,25.66898148,103.6458333,0.231923718,1.274777926,7.19486548
 01/31,9.070486111,88.08680556,9.353819444,203.5416667,330.7708333,27.24421296,7.458333333,8.088054948,4.41688007,7.576896452
 02/01,-0.909027778,82.75347222,2.604166667,150.7291667,258.5590278,33.68981481,21.29166667,-1.881176953,1.229689318,6.825740568
 02/02,3.546180556,98.22222222,2.8125,150.1388889,305.3506944,22.84722222,0,3.430245704,1.328064463,6.590693106
 02/03,5.735416667,93.74652778,1.284027778,258.5416667,313.6458333,24.89467593,0,5.275037017,0.606318813,5.851921536
 02/04,5.857291667,89.54513889,2.25,167.7777778,309.4340278,30.25347222,10,5.089138918,1.06245157,5.868468749
 02/05,8.368055556,86.97222222,5.715625,206.9097222,322.5138889,37.06018519,12.54166667,7.326547591,2.698922114,7.875951015
 02/06,9.749652778,73.17708333,5.888541667,245.7986111,318.4236111,37.43981481,51.25,7.426444568,2.780573485,9.442361793
 02/07,5.843402778,78.89583333,2.986458333,220.7986111,287.0347222,31.45833333,6.208333333,4.27461472,1.410207709,8.892254049
 02/08,8.903472222,89.84027778,3.730555556,222.9166667,316.3611111,36.92824074,20.08333333,8.04094437,1.761570937,8.791422945
 02/09,8.302430556,89.12152778,5.177777778,180.8333333,322.6284722,26.82986111,0,7.408386628,2.444950281,8.913266046
 02/10,5.435763889,71.48263889,6.058333333,226.875,287.0277778,40.76388889,89.39351852,3.289025939,2.860749229,7.739337816
 02/11,2.984375,93.33680556,1.109375,123.0902778,283.28125,28.35069444,0,2.54944852,0.523847649,6.082239694
 02/12,2.788888889,81.14930556,1.770833333,255,284.6423611,41.54166667,28.125,1.522846574,0.836188736,6.65631991
 02/13,2.128819444,84.96180556,2.215625,124.9652778,285.3506944,40.50694444,13.625,1.162442836,1.046219671,6.669692232
 02/14,1.980902778,89.25347222,2.712847222,134.5486111,281.4513889,44.03125,17.91666667,1.307475242,1.281008352,6.753268868
 02/15,1.11E-16,80.87152778,1.582986111,210.4166667,252.6423611,30.22685185,158.2083333,-1.200835139,0.747487147,6.72697505
 02/16,-0.363194444,81.91666667,2.543055556,330.2430556,266.2847222,47.7962963,48.21064815,-1.42947028,1.200832608,6.637790675
 02/17,0.555208333,77.94791667,3.695486111,267.9166667,269.8194444,45.65393519,85.06944444,-0.814021689,1.745011121,5.547847433
 02/18,-0.090277778,73.59375,3.632638889,198.0208333,253.5625,42.33680556,130.1469907,-1.705061824,1.715334619,5.378472864
 02/19,0.275694444,78.53819444,1.816319444,252.2916667,254.2326389,30.50115741,184.9282407,-1.095565518,0.857667309,6.701364593
 02/20,-0.55,76.70138889,3.804513889,34.16666667,253.4548611,41.80208333,140.25,-1.993070956,1.796494114,7.195599034
 02/21,2.085416667,82.35416667,3.833680556,39.09722222,285.4444444,50.27662037,17.91666667,0.949122337,1.810266634,6.878184472
 02/22,4.34375,75.77083333,3.416319444,278.1597222,296.5381944,53.03819444,21.33333333,2.625003754,1.613188426,7.285652494
 02/23,2.386805556,81.85763889,1.501736111,52.60416667,295.9791667,37.34027778,0,1.236049498,0.70912084,7.114900023
 02/24,0.770138889,77.15972222,3.236805556,111.0763889,276.2048611,55.81712963,28,-0.682903999,1.528421843,5.310091332
 02/25,-0.323263889,74.40625,2.636458333,107.8125,261.2222222,58.66319444,48.58333333,-1.913423271,1.244937465,4.655662416
 02/26,4.564583333,87.35416667,3.999652778,166.5277778,308.5798611,39.35069444,0.041666667,3.735269494,1.888638833,6.128385674
 02/27,10.18993056,88.68402778,2.905902778,223.9236111,324.2361111,57.84027778,15.70833333,9.197926162,1.37216932,8.409594613
 02/28,9.727430556,80.75347222,2.571180556,249.2708333,316.3541667,60.69097222,32.54166667,8.025656417,1.214113253,9.841193349
 03/01,1.327083333,80.86111111,6.1625,52.5,278.3402778,58.34722222,53.70833333,0.147417134,2.909936801,9.359054188
 03/02,2.739583333,76.5625,7.411805556,54.16666667,297.4375,40.25578704,0,1.223320036,3.499859757,8.484205142
 03/03,2.371875,74.81597222,5.373958333,48.92361111,293.75,43.46412037,1,0.77058923,2.537586876,6.76165086
 03/04,1.964236111,65.16319444,3.622222222,102.4305556,281.7673611,62.80787037,26.54166667,-0.327049534,1.710415862,6.427860543
 03/05,5.613888889,77.39930556,3.957638889,308.3680556,307.34375,60.99421296,12.08333333,3.988373261,1.868799846,8.105313977
 03/06,6.153125,81.10416667,2.528125,292.5347222,311.4895833,58.87152778,7.583333333,4.74983767,1.19378239,9.354749296
 03/07,6.083333333,74.84027778,1.751736111,180.1041667,312.4895833,47.32060185,3.958333333,4.198207687,0.827171014,9.59305083
 03/08,5.339236111,73.23611111,3.050347222,129.7222222,290.7083333,57.31134259,71.91666667,3.32684296,1.440376087,9.852351105
 03/09,2.754166667,73.15277778,3.154166667,129.7222222,259.9513889,47.42361111,188.5081019,0.746427831,1.489399702,9.970305243
 03/10,6.235416667,85.28472222,2.582986111,196.4583333,308.8090278,68.81018519,12.08333333,5.087369732,1.219687845,8.719395691
 03/11,7.941666667,73.27083333,2.807986111,169.6527778,299.0486111,71.47222222,82.29166667,5.613283926,1.325933002,9.070688493
 03/12,7.016666667,83.18055556,3.108680556,178.0902778,297.3368056,66.9375,32.375,5.709272912,1.467921128,10.20952654
 03/13,10.15486111,68.80208333,3.458333333,166.8402778,302.2256944,53.19444444,182.9583333,7.061864002,1.633027414,11.47242509
 03/14,9.143055556,77.81597222,2.815277778,190.6597222,310.4930556,78.21875,31.41666667,7.166868686,1.329376132,11.9754507
 03/15,11.22777778,74.26041667,3.217708333,203.9583333,315.3055556,47.80208333,208.4583333,8.587983088,1.519404121,12.64588259
 03/16,9.424652778,70.40972222,5.238194444,257.3263889,306.6458333,57.6875,6.625,6.873354372,2.473479073,12.42822536
 03/17,11.16215278,70.56597222,5.315972222,237.9166667,317.8055556,79.70486111,24.58333333,8.44704865,2.510205794,10.5887963
 03/18,8.522569444,68.4375,5.075347222,276.6666667,307.9548611,80.76388889,31,5.925570626,2.396582501,10.33094478
 03/19,6.017013889,59.94791667,3.5875,271.9791667,280.8472222,61.81597222,189.0416667,2.844258911,1.694020004,10.6376059
 03/20,7.546527778,59.29166667,3.7125,240.0347222,301.4513889,77.69444444,67.875,4.238739374,1.753045091,11.35615792
 03/21,8.913541667,86.48263889,3.933333333,222.5,318.3784722,62.18171296,4.083333333,7.814301341,1.857322745,11.10789721
 03/22,8.297569444,70.79861111,4.414930556,254.0625,306.6180556,75.66550926,126.775463,5.846866423,2.08473329,11.47267603
 03/23,5.804513889,58.80555556,5.268402778,259.4791667,275.9583333,74.02662037,165.7581019,2.593999532,2.487743469,11.39210874
 03/24,5.519444444,63.76736111,4.390277778,293.6458333,277.6805556,90.89814815,101.5844907,2.709841011,2.073092231,9.738288393
 03/25,4.6125,61.23611111,2.725694444,137.8819444,269.0763889,52.71180556,236.2916667,1.641721868,1.287074819,9.709646259
 03/26,2.614583333,67.19791667,1.829861111,120.2777778,259.4618056,71.66319444,197.75,0.194592877,0.864061694,10.55285751
 03/27,3.965972222,66.20138889,2.816319444,181.8402778,291.0243056,85.44444444,15.375,1.513635005,1.329868007,10.35705218
 03/28,5.909027778,61.81944444,3.257986111,166.7708333,300.5451389,86.23263889,17.25,2.933802226,1.538423316,10.20720968
 03/29,7.638194444,65.01388889,4.113541667,167.1527778,307.5104167,90.25,21.79166667,4.850419435,1.942417246,10.50034903
 03/30,9.732291667,73.32291667,5.420833333,207.8819444,315.2395833,78.38541667,10.79166667,7.381918986,2.559721284,11.14473318
 03/31,5.821527778,89.47222222,3.159375,160,294.59375,72.47916667,25.125,5.008679522,1.49185908,9.081482221
 04/01,9.514236111,81.60763889,6.244444444,229.1666667,318.3402778,84.26388889,18.54166667,7.902914471,2.948631025,9.734024301
 04/02,9.368402778,87.65277778,6.683333333,220.0694444,320.25,69.26967593,2.041666667,8.324530629,3.155874665,12.00530757
 04/03,6.650694444,73.48611111,4.231944444,233.9583333,286.0451389,86.64930556,184.8472222,4.509439701,1.99832712,12.61518074
 04/04,6.929166667,77.22916667,7.288888889,195.0694444,301.2673611,92.76736111,52.29166667,5.076015521,3.441818421,12.86247936
 04/05,7.423611111,73.56944444,5.865625,249.1319444,310.2152778,103.9953704,41.04166667,5.240329009,2.769752219,12.44103614
 04/06,6.422222222,80.56597222,6.037152778,210.9375,290.2673611,86.65509259,14.33333333,4.93630179,2.850747755,11.92710125
 04/07,8.003125,68.64930556,5.921527778,246.0763889,297.6736111,101.181713,62.54166667,5.409516079,2.79614955,10.85466306
 04/08,9.209027778,74.13194444,4.109027778,240.3472222,311.6875,104.4409722,67.875,6.922834034,1.940285785,11.07850552
 04/09,9.643055556,77.43402778,4.628819444,215.7638889,304.9930556,96.60763889,144.0833333,7.582439576,2.185731772,13.36932888
 04/10,11.14201389,72.32986111,5.194791667,180.1736111,319.75,107.474537,32.79166667,8.396820646,2.452984251,14.21201927
 04/11,11.50277778,78.55555556,5.141319444,190.4166667,315.8402778,110.4513889,35.125,9.534427331,2.42773463,14.5132623
 04/12,13.01631944,77.72222222,3.392708333,149.1319444,330.6944444,107.0381944,61.95833333,10.74618088,1.602039243,15.06622123
 04/13,9.046527778,83.11805556,5.436458333,56.5625,318.1666667,89.40277778,12.625,7.663379525,2.567099419,14.52300031
 04/14,7.094097222,66.01736111,6.083333333,42.32638889,292.9131944,62.75231481,273.25,4.345088224,2.872554246,12.82252929
 04/15,8.333680556,76.15277778,4.088541667,51.73611111,305.9201389,79.42592593,176.2916667,6.350602601,1.930612229,12.82254948
 04/16,5.698611111,63.17361111,5.659027778,63.19444444,280.8645833,103.7847222,202,2.831192139,2.672196866,13.83127672
 04/17,3.770833333,62.73958333,5.537847222,65.52083333,279.4652778,122.8298611,94.83333333,1.17872687,2.614975324,13.10811015
 04/18,4.465625,80.60416667,4.032291667,243.4375,290.3993056,116.2858796,48.75,3.077795836,1.904050939,12.33528266
 04/19,3.428472222,75.32986111,6.899652778,156.5625,283.4444444,114.4305556,76.95833333,1.755740095,3.258020857,11.45182226
 04/20,2.74375,70.20833333,3.066319444,237.9861111,266.1875,110.9756944,146.875,0.683001831,1.447918182,11.30794079
 04/21,5.228472222,78.26041667,3.517361111,258.7152778,297.6215278,113.3506944,37.16666667,3.628958182,1.660900372,10.18429513
 04/22,6.613194444,57.1875,4.240972222,316.6666667,284.5798611,123.0381944,152.6736111,3.123762491,2.002590043,10.63628559
 04/23,7.151041667,68.96875,1.683333333,263.9583333,304.7743056,125.8009259,38.58333333,4.534082471,0.794871175,12.59783616
 04/24,8.832638889,64.27083333,3.105555556,195.3819444,307.7152778,132.6712963,31.04166667,5.692546183,1.466445501,13.9069664
 04/25,7.210763889,64.92013889,3.664930556,95.10416667,294.3888889,128.3113426,80.81944444,4.288181787,1.730582766,13.70559212
 04/26,7.219791667,79.05555556,3.251736111,111.3541667,302.8055556,98.59722222,141.6388889,5.422635169,1.535472061,13.5381338
 04/27,7.066666667,70.29513889,3.112847222,68.125,285.1701389,68.22800926,293.7175926,4.391323506,1.469888631,13.76534359
 04/28,7.349652778,69.44097222,1.536111111,103.1944444,285.8090278,109.5752315,163.4490741,4.647112648,0.725352739,13.3206123
 04/29,6.706944444,84.88888889,4.921875,132.1875,307.1527778,92.16898148,2.75,5.552133428,2.32411281,12.1046066
 04/30,6.633333333,82.63888889,6.506944444,46.97916667,315.8888889,104.3761574,15.04166667,5.29224635,3.072583708,11.54774485
 05/01,10.96284722,74.28472222,4.837847222,295.0347222,320.3645833,87.39583333,187.7083333,8.593951506,2.284434835,14.05508554
 05/02,8.754861111,54.73263889,4.846527778,330.2430556,301.6944444,130.1851852,100.1666667,4.823277186,2.288533799,16.47601047
 05/03,7.979861111,58.56597222,2.528819444,178.6458333,293.2256944,135.6111111,119.0416667,4.404624864,1.194110307,16.57070994
 05/04,7.569791667,56.85416667,1.958333333,52.08333333,281.2013889,144.6631944,102.6666667,3.68398655,0.924726367,16.47954651
 05/05,9.420833333,59.3125,3.786458333,95.76388889,299.7569444,105.0659722,215.2083333,5.651553749,1.787968268,16.0248836
 05/06,9.440277778,55.48958333,3.216666667,56.70138889,298.9444444,80.51388889,274.9166667,5.431622225,1.518912245,16.48133837
 05/07,8.333680556,68.54861111,4.385069444,41.35416667,292.7430556,107.6319444,195.75,5.471548483,2.070632852,17.38591947
 05/08,9.204513889,68.51388889,6.445486111,37.74305556,300.7916667,125.9479167,159.5416667,6.243986322,3.04356304,17.37660947
 05/09,10.59583333,71.59722222,7.7625,37.39583333,317,122.6041667,111.5416667,7.946471667,3.665457918,16.95195304
 05/10,12.49930556,87.56944444,4.653125,47.43055556,342.3784722,110.9930556,79.25,11.26989592,2.197208873,17.0204971
 05/11,14.05659722,74.43055556,6.317708333,39.16666667,330.7326389,106.8310185,214.7916667,11.21227181,2.983226285,18.12041756
 05/12,12.89965278,73.76041667,5.953125,36.00694444,332.9340278,105.8726852,162.5833333,10.18464458,2.81106978,17.63031419
 05/13,9.597916667,80.09027778,3.479513889,88.26388889,321.7222222,107.7418981,121.4166667,7.822571902,1.643028887,16.65778131
 05/14,10.01284722,75.06944444,5.136805556,194.4444444,319.7048611,137.505787,65.70833333,7.782972695,2.425603169,17.24964211
 05/15,8.498611111,55.76736111,5.946875,226.8402778,293.46875,135,148.7916667,4.461034656,2.808118526,16.67352069
 05/16,9.658333333,83.02777778,6.2125,184.5138889,322.65625,110.4027778,57.66666667,8.194203049,2.933546836,16.07759414
 05/17,14.91875,79.06944444,6.638541667,162.0833333,348.6388889,142.3402778,29.66666667,12.72479231,3.134724008,16.50280717
 05/18,11.42465278,65.99652778,4.032291667,183.9583333,309.2916667,112.3287037,204.3333333,8.09124459,1.904050939,17.37192867
 05/19,11.37083333,67.47569444,1.946875,216.1805556,312.3506944,131.4814815,178.2083333,8.150152386,0.919315734,16.84810261
 05/20,8.522222222,84.13194444,3.220486111,318.5069444,315.5208333,103.0925926,2.416666667,7.245298181,1.520715789,15.72481258
 05/21,10.63402778,74.20833333,3.135763889,250.625,321.1423611,144.724537,90.625,8.163104808,1.480709897,15.87160415
 05/22,12.05347222,73.78472222,2.445833333,151.6319444,315.0104167,148.625,36.91666667,9.409152026,1.154924207,17.10028936
 05/23,15.08368056,65.82986111,4.135069444,93.09027778,340.7256944,143.2430556,63.75,11.31717589,1.952582678,17.89821897
 05/24,16.72569444,67.13888889,4.454513889,73.26388889,343.1180556,152.1597222,53.375,12.87174129,2.103424567,18.92862624
 05/25,12.28541667,79.74305556,5.449652778,59.16666667,337.2881944,127.1527778,20.875,10.27153401,2.573329845,18.6021138
 05/26,10.00243056,87.33333333,6.106944444,48.50694444,332.9201389,105.7361111,2.291666667,8.915499092,2.883703429,15.50989679
 05/27,9.997222222,90.86805556,3.271527778,46.52777778,330.5,106.1076389,2.291666667,9.214877951,1.5448177,14.1685382
 05/28,10.89756944,84.03819444,3.075694444,170.5902778,319.9861111,150.8958333,46.16666667,9.384892112,1.452345063,15.28400122
 05/29,12.81770833,78.57638889,3.407291667,179.4791667,321.2673611,140.90625,114.6666667,10.60195394,1.608925503,16.85015831
 05/30,12.54618056,80.66319444,6.645486111,194.6180556,338.0034722,138.8020833,28.04166667,10.71509285,3.13800318,17.3949478
 05/31,13.22638889,60.64583333,6.497569444,237.0833333,317.9652778,125.4513889,221.125,9.145237191,3.068156827,17.65252341
 06/01,13.46354167,85.71180556,3.120833333,151.5277778,341.7743056,129.8310185,55.25,11.99389656,1.473659678,18.62275669
 06/02,12.62430556,79.96180556,2.652083333,199.0625,331.2048611,152.0740741,74.58333333,10.63600118,1.252315601,17.86777439
 06/03,12.99375,85.29513889,2.834375,162.8472222,334.5590278,150.1990741,29.75,11.57972163,1.338393853,16.94273184
 06/04,14.48854167,73.35416667,2.682638889,206.5625,330.8888889,162.9224537,67.5,11.6535247,1.266743956,18.4506903
 06/05,13.30590278,76.16666667,4.739236111,39.79166667,340.2708333,130.0393519,151.875,10.91443004,2.237870599,20.06144844
 06/06,12.03194444,69.91319444,6.4875,51.90972222,318.9791667,91.3599537,306.2083333,9.07843915,3.063402028,20.01885
 06/07,16.93194444,76.67708333,3.44375,75.79861111,348.9895833,156.4861111,63.83333333,14.25711174,1.626141154,20.55688882
 06/08,18.09930556,74.37152778,4.896527778,208.1597222,359.3541667,109.1342593,240.2083333,15.09678323,2.312143834,21.83042151
 06/09,15.96770833,71.66319444,3.982638889,266.7708333,353.5555556,160.6145833,45.625,12.89440474,1.880604863,20.64017714
 06/10,14.26736111,67.45833333,3.697222222,235.0694444,335.2152778,166.0358796,46.75,10.876007,1.745830914,19.46855324
 06/11,13.39618056,84.44097222,4.661111111,218.9930556,346.0902778,113.4930556,3.708333333,11.9031647,2.20097992,19.05085204
 06/12,14.13680556,59.11458333,4.4125,255.9722222,325.9166667,136.1076389,208.875,9.770152373,2.08358558,19.35055427
 06/13,11.871875,70.89236111,4.188888889,218.1944444,321.5451389,162.7395833,35.125,9.019124265,1.977996257,19.60688616
 06/14,12.82673611,58.22222222,6.267013889,281.2152778,323.2152778,115.7604167,246.7083333,8.625951974,2.959288332,19.79575696
 06/15,11.28888889,57.1875,4.557638889,315.1041667,307.28125,148.59375,170.2083333,7.195062655,2.152120264,19.61743363
 06/16,11.14444444,69.75347222,0.758333333,112.0833333,317.1180556,113.6006944,2,8.313992163,0.358085529,17.59544188
 06/17,14.68645833,65.74305556,1.553125,127.8819444,339.1388889,110.6423611,215.9166667,11.01750015,0.733386709,17.66032183
 06/18,14.10486111,72.26041667,2.151041667,70.86805556,334.4236111,130.2430556,177.6666667,11.26014074,1.015723376,20.43776242
 06/19,15.07222222,50.5625,2.787847222,43.71527778,315.8819444,113.1493056,284.5,9.231164541,1.316423404,21.23189864
 06/20,16.41979167,65.45833333,5.511805556,50.59027778,334.0034722,113.8854167,250.7083333,12.47695382,2.60267843,21.97936467
 06/21,15.39756944,76.03819444,3.453819444,53.99305556,346.9756944,133.9027778,136.5833333,12.72777822,1.630895952,21.62246638
 06/22,17.15104167,71.17708333,1.775,76.28472222,346.0069444,92.99652778,297.25,13.47895333,0.838156239,22.03246942
 06/23,15.06215278,83.55902778,3.233680556,78.88888889,358.8888889,125.8125,23.20833333,13.39790994,1.526946215,21.1178815
 06/24,12.18576389,93.42013889,3.246180556,50.69444444,353.9270833,109.2013889,2.875,11.58922823,1.532848724,18.14941602
 06/25,15.6,71.40625,1.358333333,62.91666667,348.7777778,114.8888889,210.0833333,12.33795045,0.641405948,18.92603183
 06/26,15.83923611,78.03472222,2.517013889,253.3680556,349.9305556,150.1770833,42,13.46042526,1.188535715,20.80404747
 06/27,12.14201389,67.79513889,5.074305556,322.0833333,329.1423611,131.1527778,52.54166667,9.083115693,2.396090625,19.83533604
