Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Relative Humidity [%](Daily),Environment:Site Wind Speed [m/s](Daily),Environment:Site Wind Direction [deg](Daily),Environment:Site Horizontal Infrared Radiation Rate per Area [W/m2](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),THERMAL ZONE: BOX:Zone Outdoor Air Wetbulb Temperature [C](Daily),THERMAL ZONE: BOX:Zone Outdoor Air Wind Speed [m/s](Daily),THERMAL ZONE: BOX:Zone Mean Air Temperature [C](Daily) 
 06/28,14.58611111,69.18402778,4.667013889,297.1180556,340.21875,151.8923611,95.08333333,11.33861257,2.203767216,19.64323998
 06/29,16.37569444,76.26388889,4.821180556,274.3055556,365.3125,153.2048611,40.29166667,13.77140769,2.276564823,20.52097445
 06/30,13.37569444,74.3125,2.507986111,204.7916667,342.0243056,147.25,86.5,10.7777499,1.184272792,19.03577722
 07/01,15.66354167,75.65277778,2.607291667,202.5,349.0486111,136.8888889,144.2916667,12.99507758,1.231164945,19.76641703
 07/02,16.39826389,75.40625,2.201041667,129.1319444,344.4340278,123.7881944,227.0833333,13.47809971,1.039333411,22.28129256
 07/03,16.85381944,87.53472222,3.617361111,68.33333333,362.7951389,130.1111111,36.5,15.43537019,1.708120441,22.4721833
 07/04,18.67604167,78.60416667,5.327430556,53.57638889,361.0138889,135.3645833,180.7083333,16.01959465,2.515616427,22.84887447
 07/05,19.22291667,76.43402778,5.118055556,59.6875,350.3125,83.70138889,342.4583333,16.26357778,2.416749406,23.74380293
 07/06,18.81840278,75.72916667,3.165277778,118.5069444,357.1527778,91.54166667,284.75,15.8159498,1.494646376,24.19833609
 07/07,18.58680556,69.65277778,2.508333333,112.9861111,351.8958333,136.9583333,186.7083333,14.76170872,1.184436751,23.12847102
 07/08,16.19791667,85.68055556,4.447916667,186.2152778,362.03125,128.5486111,22.08333333,14.70720141,2.100309354,21.57931922
 07/09,16.97395833,66.17361111,4.56875,244.3402778,353.6215278,136.3055556,161.1666667,13.09802592,2.157366939,21.59217265
 07/10,18.16736111,72.02083333,3.363888889,157.7083333,347.6736111,152.9305556,120.5416667,14.73625424,1.588430681,22.6375105
 07/11,18.76388889,78.20486111,4.249652778,197.1180556,361.9791667,151.4722222,78.41666667,16.1802131,2.006689008,23.44650469
 07/12,15.59201389,75.6875,5.467013889,221.5625,350.1354167,153.96875,52.75,13.01483331,2.581527774,22.15034809
 07/13,16.790625,79.23263889,3.832291667,221.5972222,362.8611111,144.4050926,47.83333333,14.52648503,1.8096108,21.73460805
 07/14,17.54131944,64.24305556,3.375694444,268.5763889,347.9131944,87.67013889,303.7916667,13.24327207,1.594005273,21.59621215
 07/15,16.53506944,68.67361111,4.400347222,254.2361111,355.8645833,156.5092593,77.41666667,13.03801181,2.07784703,21.71379524
 07/16,16.00243056,67.30555556,3.481944444,261.3541667,341.2743056,148.9907407,84.25,12.34528157,1.644176597,22.0140376
 07/17,15.82743056,67.20833333,1.8625,252.5,336.9513889,133.4178241,47.79166667,12.19094609,0.8794738,21.84821195
 07/18,16.01805556,79.53472222,4.180208333,227.1527778,363.34375,134.6956019,92.75,13.71134118,1.973897293,21.7188389
 07/19,16.06944444,72.08333333,2.911458333,258.0902778,362.3402778,151.0185185,43.5,13.02801374,1.374792657,21.77367621
 07/20,16.32708333,69.47222222,2.483680556,280.7638889,352.3923611,155.9965278,57.45833333,12.92820173,1.172795692,22.13304818
 07/21,16.371875,70.65277778,1.470833333,236.7708333,348.7951389,144.119213,111.8333333,13.07540885,0.694528527,21.44692998
 07/22,17.23506944,74.06597222,2.418055556,134.2708333,344.78125,151.8472222,35.375,14.10208468,1.141807521,21.16310094
 07/23,17.06527778,79.51041667,3.812152778,185.2083333,350.1875,146.6053241,32.5,14.78151266,1.800101202,21.94762063
 07/24,14.57916667,80.57291667,3.757638889,244.5138889,332.1944444,150.5833333,89.29166667,12.55221968,1.774359706,21.20374288
 07/25,16.03819444,80.73263889,3.509722222,117.1527778,359.9965278,136.5972222,79,13.87537402,1.657293283,20.90305036
 07/26,17.80138889,76.91666667,2.364930556,210.7291667,363.4722222,139.03125,60.45833333,15.05595808,1.116721859,22.01208884
 07/27,18.34791667,74.75,2.599652778,225.3472222,357.3020833,119.3784722,193.7916667,15.27330442,1.227557856,23.02468006
 07/28,18.41493056,76.91666667,2.138888889,107.6388889,355.7673611,124.6423611,184.9166667,15.55930789,1.009984826,22.72178363
 07/29,20.59895833,63.51041667,4.136458333,89.375,360.8854167,99.21180556,231.7916667,15.53276077,1.953238512,22.9160661
 07/30,17.3,81.60416667,2.105902778,171.6666667,351.4270833,136.4895833,29.75,15.23784686,0.994408762,23.16490264
 07/31,17.61041667,77.34027778,3.315625,232.2222222,362.9201389,144.2048611,71.95833333,14.90948672,1.565640439,21.84789593
 08/01,16.24722222,66.23263889,3.878125,253.6458333,348.3645833,137.1805556,109.8333333,12.46363583,1.831253332,21.92363725
 08/02,15.92604167,66.10416667,2.300347222,295.6597222,350,145.8194444,57.125,12.20975646,1.086225564,21.8715296
 08/03,13.97361111,73.86458333,1.379861111,241.5277778,337.9548611,144.8576389,32.66666667,11.11431797,0.65157138,21.70021439
 08/04,16.57673611,62.79861111,2.563194444,102.5694444,331.2395833,106.0208333,250.375,11.67913841,1.210342206,21.00358432
 08/05,19.50104167,52.37847222,4.395833333,134.7569444,347.3159722,141.3703704,66.91666667,12.96960559,2.075715568,21.60202398
 08/06,16.11111111,76.11458333,3.383333333,176.4930556,353.3368056,120.8877315,48.41666667,13.4580744,1.597612361,21.93070903
 08/07,14.97326389,73.69444444,3.586111111,268.2986111,347.15625,103.0891204,147.5833333,12.07713469,1.69336417,21.23258266
 08/08,15.29340278,71.15625,3.496180556,194.9305556,336.9305556,134.0960648,31.83333333,11.97045338,1.650898899,21.28995975
 08/09,17.42361111,75.76388889,3.891666667,180.1736111,367.2118056,127.5115741,30.08333333,14.54144339,1.837647716,21.24006899
 08/10,15.92361111,81.54513889,4.184375,194.0972222,354.9618056,118.5011574,140.0833333,13.79800974,1.975864796,21.78252844
 08/11,15.47569444,83.66666667,2.708680556,54.93055556,353.2395833,134.1851852,31.91666667,13.64065712,1.279040849,20.18530327
 08/12,16.96736111,74.12847222,3.2,237.2569444,350.3194444,125.0196759,113.5,13.90577696,1.511042233,20.45899253
 08/13,17.03368056,74.46527778,3.807986111,330.8333333,341.5729167,114.2361111,165.4166667,14.04511868,1.7981337,22.06650325
 08/14,15.86284722,83.55902778,2.094444444,140.3819444,358.0277778,106.2569444,13.95833333,14.0967005,0.988998129,21.9960309
 08/15,17.01631944,73.89930556,1.270833333,111.9097222,345.5972222,90.32291667,207.7083333,13.83856765,0.600088387,22.34764187
 08/16,18.01944444,68.00347222,1.949305556,190.4861111,337.4340278,87.89583333,218.4166667,13.84265805,0.920463444,23.22291046
 08/17,18.98263889,68.69791667,2.035416667,209.0972222,349.0555556,106.4236111,159.4166667,14.96590208,0.961125171,23.65414492
 08/18,22.03298611,53.47569444,4.071180556,176.7361111,360.4166667,86.21527778,246.7916667,15.26309413,1.9224143,23.20731827
 08/19,22.85034722,53.03472222,2.877430556,182.7777778,372.9548611,71.17361111,277.7916667,15.99393792,1.358724717,23.67193242
 08/20,19.16180556,78.22569444,1.859027778,291.7708333,357.8402778,117.5219907,21.75,16.57732512,0.877834214,23.86676881
 08/21,18.45416667,67.71180556,2.607291667,242.7777778,358.4444444,94.48263889,200.1666667,14.50143423,1.231164945,23.17249855
 08/22,15.50763889,73.60416667,4.225694444,182.1875,339.8090278,116.5138889,90.83333333,12.40838176,1.995375866,22.55786073
 08/23,14.83055556,87.80902778,4.017013889,173.2291667,353.3958333,112.59375,96.08333333,13.55044162,1.896836762,21.32349507
 08/24,14.73715278,83.15277778,4.736458333,217.3263889,344.5798611,119.7581019,29.54166667,12.98859198,2.236558931,20.464786
 08/25,14.76909722,79.04513889,4.010069444,233.5763889,342.0243056,119.962963,42,12.58015813,1.893557591,19.15392549
 08/26,13.40138889,85.22222222,3.662847222,226.3194444,336.1006944,116.0740741,51.625,11.91590643,1.729599015,18.65565466
 08/27,13.79895833,82.24652778,1.539930556,232.7083333,342.0555556,114.9849537,37.25,11.97324602,0.727156283,19.6117873
 08/28,13.58854167,83.64583333,2.950347222,221.5625,336.5555556,113.0578704,66.08333333,11.86299737,1.393156018,20.14030166
 08/29,13.68541667,73.81597222,6.521875,315.9375,326.7395833,111.9375,32.5,11.04661515,3.079633927,20.03976483
 08/30,12.95208333,80.53125,3.846180556,311.4236111,334.0520833,95.6087963,27.29166667,11.06993515,1.816169143,19.54850623
 08/31,13.45902778,67.68402778,3.75,312.0486111,320.4965278,115.7048611,54.75,10.09057104,1.770752617,19.51539888
 09/01,16.21736111,70.42708333,1.769097222,257.3611111,363.3854167,109.1770833,31.75,12.9913119,0.835368943,18.42152205
 09/02,14.721875,73.57986111,3.196180556,311.1805556,344.15625,108.3576389,29.20833333,11.98670362,1.509238689,17.69096409
 09/03,13.17569444,70.20138889,2.970486111,278.6111111,325.7430556,104.369213,88.41666667,10.11305742,1.402665615,17.94826673
 09/04,13.34756944,81.71527778,1.110069444,181.4930556,335.9861111,80.84953704,141.25,11.35645846,0.524175566,18.50839867
 09/05,12.865625,81.52430556,2.940972222,259.0972222,336.8090278,101.9328704,28.5,11.03678527,1.388729136,18.18201771
 09/06,14.59201389,74.03472222,3.624652778,186.25,347.8125,104.4409722,28.20833333,11.7666459,1.711563572,17.69038419
 09/07,15.76041667,92.69097222,4.917361111,91.25,362.2118056,95.95833333,18,14.99386529,2.321981349,17.86277767
 09/08,15.41458333,78.17013889,4.553125,293.6458333,355.6493056,102.7569444,26,13.10218339,2.149988803,16.78817726
 09/09,15.534375,69.9375,3.520486111,246.7708333,332.0798611,77.48263889,191.2083333,12.16124058,1.662375999,17.27232591
 09/10,12.72881944,86.16666667,2.022222222,128.7847222,328.9340278,87.39236111,61.875,11.28004383,0.954894745,17.9835417
 09/11,14.33159722,76.31597222,3.519097222,271.2152778,342.2013889,93.37152778,105.8333333,11.7746579,1.661720165,17.87614143
 09/12,11.921875,84.14236111,1.958680556,154.6875,327.6458333,91.15509259,76.08333333,10.35439147,0.924890325,18.10408391
 09/13,12.36076389,83,0.621527778,129.7222222,328.4618056,93.1724537,87.79166667,10.59423294,0.29348585,17.67967165
 09/14,12.02673611,88.13541667,1.759027778,97.04861111,320.4340278,83.49768519,16.75,10.81998234,0.830614144,17.28689857
 09/15,12.69965278,94.19097222,2.996180556,78.54166667,350.9895833,70.77662037,6.166666667,12.15619994,1.41479855,15.50363168
 09/16,12.821875,88.01736111,3.099305556,82.74305556,338.4340278,82.83796296,19.875,11.67045973,1.463494247,14.82394364
 09/17,13.64270833,90.03125,3.8625,37.56944444,351.7291667,87.04861111,19.41666667,12.66373537,1.823875196,16.20059811
 09/18,15.88819444,83.15625,5.663194444,37.56944444,359.4409722,85.7974537,86.60185185,14.0511955,2.674164369,17.48939349
 09/19,14.66111111,75.17361111,5.807638889,25.27777778,348.7881944,82.94675926,89.75,12.08244408,2.742371137,18.42191765
 09/20,12.28506944,76.25347222,3.161458333,216.1458333,319.2986111,89.18055556,35.16666667,9.916082175,1.492842832,17.90169799
 09/21,13.84583333,77.11111111,1.95,313.4722222,325.9027778,83.75694444,33.29166667,11.34204753,0.920791361,17.21043718
 09/22,14.81319444,78.02777778,2.672222222,267.3263889,353.1597222,82.87152778,36.79166667,12.5155878,1.261825198,16.76827094
 09/23,13.025,72.47916667,3.175,256.6666667,315.0104167,51.42708333,219.9166667,10.16394801,1.499237216,16.79659041
 09/24,11.51493056,75.58333333,6.769097222,276.1111111,322.6319444,66.95138889,142.2916667,9.261786858,3.196372433,17.69221094
 09/25,11.77777778,78.93055556,4.939236111,232.7083333,321.6631944,81.625,33.29166667,9.804515184,2.332310739,16.65699418
 09/26,13.73611111,85.56944444,3.486805556,254.8263889,341.9236111,60.95138889,6.5,12.34907898,1.646472017,16.66662507
 09/27,10.81145833,67.82291667,6.125,263.6458333,307.8958333,56.5,179,7.818999806,2.892229275,16.78419724
 09/28,8.625,73.90625,2.765972222,266.4583333,294.6180556,61.31481481,167.375,6.395749353,1.306094014,16.5611967
 09/29,9.409027778,75.88888889,2.345833333,232.7083333,300.4097222,69.30787037,138.625,7.125439665,1.107704137,15.29038082
 09/30,9.901388889,87.39930556,2.334027778,112.8125,316.21875,68.61805556,56.875,8.685800044,1.102129546,14.79157769
 10/01,9.282291667,75.41666667,3.263194444,177.0833333,300.4305556,70.07638889,84.70833333,7.036106273,1.540882694,14.54419659
 10/02,9.275347222,78.72222222,1.915972222,148.7847222,295.6423611,54.3900463,170.7083333,7.235332127,0.904723421,14.31919472
 10/03,8.355902778,84.42708333,1.403472222,145.625,298.8715278,69.34606481,68.58333333,6.915259647,0.662720563,13.82119805
 10/04,9.982986111,89.82638889,3.379861111,145.5902778,321.5798611,56.82523148,7.208333333,9.040860062,1.595972776,13.27029036
 10/05,11.67638889,82.27777778,3.625694444,239.9652778,326.7291667,63.35648148,74.625,9.9894402,1.712055447,13.69499248
 10/06,11.51597222,70.44791667,7.282986111,235.9722222,321.1770833,56.40972222,144.1666667,8.716382833,3.439031125,13.21722075
 10/07,9.745833333,59.67361111,8.516666667,263.3333333,301.0798611,62.32986111,104.2083333,6.150301888,4.021575944,12.37781887
 10/08,10.13958333,75.97569444,6.763194444,222.8472222,318.5173611,63.51388889,12.58333333,8.074707045,3.193585137,12.52449873
 10/09,10.09375,84.69791667,3.760763889,245.8333333,318.75,62.85763889,13.58333333,8.731609908,1.775835333,13.11201898
 10/10,7.110069444,76.54513889,3.497222222,227.0833333,290.2569444,63.47222222,57.5,5.122525037,1.651390774,12.55760699
 10/11,7.888194444,83.02083333,6.203472222,88.78472222,296.9131944,62.09490741,14.625,6.455867859,2.929283913,12.01683264
 10/12,9.842013889,90.79861111,3.484027778,112.4305556,325.4375,62.48958333,34.45833333,9.035676672,1.645160348,12.62417795
 10/13,9.112847222,86.06944444,2.954513889,168.6111111,308.6145833,60.80902778,26.25,7.869725234,1.39512352,11.63269172
 10/14,8.065277778,94.09027778,2.286458333,31.07638889,299.2152778,41.31018519,0.625,7.55075982,1.079667221,10.45672731
 10/15,11.24930556,92.24305556,4.238194444,57.98611111,347.9409722,40.89236111,0.75,10.56098531,2.001278375,11.97163094
 10/16,12.12777778,90.97569444,4.248958333,81.38888889,352.59375,45.97916667,8.458333333,11.30770575,2.006361091,13.12388943
 10/17,11.63541667,87.10763889,4.582638889,91.31944444,349.9722222,37.19097222,0,10.47646376,2.163925282,13.29453287
 10/18,13.56770833,96.13194444,4.514236111,90.38194444,360.1354167,36.20601852,0,13.19744236,2.131625442,13.5305958
 10/19,14.94201389,88.53472222,3.428472222,151.7708333,351.2048611,53.63425926,29.875,13.76674125,1.618926976,14.56914452
 10/20,11.59826389,90.45486111,1.498958333,237.8819444,326.0277778,51.02314815,59.31944444,10.68242218,0.707809171,13.50161349
 10/21,9.4125,91.55555556,2.372222222,140.1041667,300.6840278,51.04513889,36.55671296,8.619066309,1.120164989,11.97131805
 10/22,12.35763889,88.96527778,2.484027778,138.2638889,326.2881944,50.67476852,13.5,11.32011434,1.17295965,13.13872204
 10/23,11.06631944,93.71527778,3.024652778,107.9861111,330.4513889,34.58680556,0.166666667,10.5093608,1.428243153,13.28041681
 10/24,11.1125,92.29166667,2.2625,165.4861111,319.1631944,46.20023148,72.54166667,10.38752318,1.068354079,13.58607628
 10/25,13.30069444,91.86458333,4.315277778,147.9166667,350.84375,40.87847222,19.66666667,12.51161628,2.037677179,13.8785046
 10/26,14.34340278,84.44791667,5.549652778,166.9097222,339.9756944,46.33333333,14.25,12.79984012,2.620549915,14.21236967
 10/27,13.12708333,78.67708333,4.988541667,221.6319444,334.7708333,43.93287037,62.79166667,11.05266207,2.355592857,13.43375649
 10/28,8.686805556,77.38541667,2.716666667,226.3194444,296.9201389,44.72453704,26.16666667,6.759316489,1.282811896,12.19809838
 10/29,2.7,80.95138889,1.541666667,79.16666667,259.8368056,28.93402778,161.3194444,1.348430648,0.727976076,11.7258383
 10/30,1.220833333,85.72222222,1.111458333,66.84027778,252.9791667,43.97222222,67.375,0.247346568,0.524831401,10.685273
 10/31,1.742361111,86.80555556,0.421875,88.99305556,254.6840278,27.14930556,160.9166667,0.740432906,0.199209669,10.42761982
 11/01,8.453819444,78.37152778,3.871527778,272.8819444,312.2743056,37.13541667,76.25,6.610275811,1.828138119,10.2918422
 11/02,6.126388889,85.55208333,3.832638889,324.3055556,297.1423611,37.60763889,16.33333333,5.043382832,1.809774758,9.150376551
 11/03,5.498958333,72.95833333,4.673958333,327.9166667,284.5243056,33.7349537,96.33333333,3.497381933,2.207046387,7.377572615
 11/04,6.09375,73.53125,4.280208333,329.1666667,291.375,32.18055556,99.41666667,4.096079018,2.021117362,7.386960685
 11/05,5.272569444,84.59027778,3.011805556,142.1527778,283.3402778,31.29976852,100.7083333,4.112570461,1.422176685,8.273399237
 11/06,5.245138889,89.09722222,1.970486111,85.38194444,300.6076389,37.90625,12.04166667,4.408675945,0.930464917,8.105164375
 11/07,7.000347222,85.67013889,2.838541667,72.11805556,310.9201389,37.76851852,21.33333333,5.869741572,1.340361356,8.494558162
 11/08,5.764583333,85.95486111,4.015972222,101.25,299.7222222,31.64583333,8.375,4.685554917,1.896344886,8.185068054
 11/09,5.940625,90.93402778,3.688541667,125.1388889,307.8854167,25.65972222,1.416666667,5.286810468,1.741731949,7.963902558
 11/10,10.465625,95.98958333,2.907986111,186.9444444,335.1180556,26.50462963,9.208333333,10.11535939,1.373153071,7.438463555
 11/11,10.725,83,3.120833333,218.8888889,324.3298611,31.19791667,53.04166667,9.210639859,1.473659678,8.082926503
 11/12,12.70972222,95.70486111,3.271875,191.1458333,357.0381944,25.22106481,5.083333333,12.31622148,1.544981659,9.807523486
 11/13,12.40590278,87.85069444,4.115972222,206.4236111,338.7326389,33.05555556,35.125,11.26843013,1.943564956,10.77342091
 11/14,10.80833333,79.26388889,4.675,267.2569444,322.7118056,32.14351852,25.58333333,8.933801964,2.207538263,10.624722
 11/15,10.61319444,76.77083333,5.161458333,252.9513889,322.0173611,30.80902778,11.125,8.570046244,2.437244228,10.13699559
 11/16,13.51840278,84.85069444,7.196527778,227.8125,352.3819444,27.98958333,9.875,12.03390458,3.39820544,10.50296534
 11/17,10.96145833,85.95833333,4.586458333,255.3472222,334.1041667,29.40625,10.125,9.711619593,2.165728826,9.365600174
 11/18,8.325694444,66.46875,6.196875,263.8194444,294.7743056,29.76388889,56.39236111,5.548061439,2.9261687,8.276035501
 11/19,6.546875,79.88194444,3.725,234.8611111,294.5069444,20.61689815,3.291666667,5.012606383,1.7589476,8.251437987
 11/20,3.835069444,83.60069444,3.409027778,265.5902778,282.0034722,28.4837963,63.89814815,2.676002472,1.609745296,7.95728031
 11/21,3.575,87.89583333,1.649305556,211.9791667,292.3958333,27.25231481,15.75,2.746901221,0.778803234,7.404662293
 11/22,0.432291667,94.50694444,0.680208333,172.2569444,268.6388889,23.26851852,27.875,0.08368581,0.32119485,6.386971842
 11/23,2.399305556,94.79166667,4.585763889,148.5763889,291.0520833,19.62268519,2.708333333,2.048963454,2.165400909,6.043437008
 11/24,4.006597222,89.60069444,5.966319444,90.90277778,299.1284722,19.33912037,3.5,3.292541704,2.817300206,5.271757344
 11/25,3.922916667,93.31944444,2.892013889,42.84722222,303.3854167,20.10416667,4.833333333,3.466904286,1.365610977,5.167993501
 11/26,6.011458333,78.19791667,7.483680556,17.15277778,302.3784722,24.41666667,10.25,4.382515088,3.533799182,6.847277725
 11/27,4.677083333,86.75,3.955555556,123.3680556,297.34375,23.96180556,9.75,3.748118669,1.867816094,7.31016773
 11/28,5.481944444,88.4375,3.162152778,165.9027778,307.7048611,23.37152778,9.416666667,4.64688476,1.493170749,7.352874807
 11/29,4.115972222,88.72569444,2.186458333,268.2291667,291.4340278,23.53125,12.32291667,3.322330022,1.032447151,7.272699475
 11/30,5.796875,76.23958333,3.292708333,45.59027778,306.1631944,22.89930556,9.166666667,4.048743384,1.554819173,7.464386945
 12/01,8.061805556,93.74652778,2.604513889,116.7361111,318.125,20.36111111,4.958333333,7.559997028,1.229853276,6.606188051
 12/02,6.045138889,94.50347222,2.219791667,234.5486111,309.8645833,20.40277778,4.416666667,5.640031817,1.048187174,6.007331349
 12/03,7.173611111,93.54513889,4.900694444,178.1597222,316.5451389,13.25694444,0,6.684240293,2.314111337,6.868416064
 12/04,8.351388889,94.08333333,2.927430556,201.5277778,321.6388889,19.34259259,2.75,7.877511413,1.382334752,7.709234351
 12/05,10.10416667,86.57986111,5.2125,198.9583333,319.0451389,19.05787037,40.375,8.937834688,2.461346138,8.538725587
 12/06,6.594097222,79.16319444,3.645833333,240.1736111,286.9930556,18.34259259,77.29166667,5.002620591,1.721565045,8.642296829
 12/07,7.142361111,82.31944444,5.539236111,209.8611111,289.6076389,19.88888889,12.91666667,5.742549804,2.615631158,8.133428476
 12/08,3.81875,90.40277778,2.686111111,231.5625,281.71875,18.11805556,69.08333333,3.13534861,1.268383541,6.047300895
 12/09,5.077777778,83.06944444,2.929513889,279.8958333,279.5069444,18.29398148,61.41666667,3.833519605,1.383318503,5.655616151
 12/10,5.692361111,83.24305556,2.632986111,256.0763889,277.7430556,18.76388889,58.91666667,4.434253996,1.243297879,6.885224422
 12/11,1.4625,94.37152778,0.709027778,112.2569444,266.2222222,17.95601852,76.04166667,1.09347724,0.334803412,6.553381695
 12/12,2.30625,99.78472222,1.925347222,134.0625,297.2395833,11.92592593,0,2.29238625,0.909150302,5.886323362
 12/13,3.331597222,96.77430556,2.891319444,121.7708333,303.9027778,11.84259259,0,3.120910195,1.36528306,5.832982923
 12/14,4.934375,86.42013889,3.582291667,188.5416667,295.6805556,19.16666667,13.75,3.950440286,1.691560625,6.525470545
 12/15,0.8375,98.72916667,2.326388889,162.7777778,272.1215278,17.34027778,27.58333333,0.766435625,1.098522457,4.712954461
 12/16,2.958333333,98.07986111,2.475694444,145.2430556,301.7708333,11.60416667,0,2.834897428,1.169024645,4.159812612
 12/17,3.702430556,83.70486111,4.190277778,245.2430556,282.3333333,15.30787037,2.5,2.591008887,1.978652091,5.367688058
 12/18,2.411111111,84.05208333,4.657986111,230.9722222,264.8715278,18.91782407,20.29166667,1.321716152,2.199504293,5.576803713
 12/19,7.695138889,88.28819444,4.668055556,222.5694444,306.2326389,18.95601852,42.95833333,6.758146062,2.204259091,6.760924832
 12/20,8.332638889,89.57638889,4.166666667,239.2708333,317.0381944,18.89236111,11.08333333,7.501880284,1.967502908,7.909470223
 12/21,4.687152778,72.15277778,4.090277778,264.9652778,275.9027778,19.13888889,38.75,2.719720904,1.931432022,7.605397592
 12/22,6.757986111,90.125,5.405208333,213.5069444,311.9236111,11.49305556,0,6.037135467,2.552343148,5.841537963
 12/23,11.14027778,90.875,5.0625,213.4375,338.9166667,18.2974537,2.958333333,10.33108289,2.390516033,6.576073271
 12/24,6.046527778,76.81597222,5.969791667,269.1319444,294.9722222,17.62615741,35.20833333,4.330682462,2.818939792,8.004064263
 12/25,3.326736111,90.06597222,4.101041667,211.4236111,277.2291667,16.43634259,8.166666667,2.676885254,1.936514737,6.676611156
 12/26,0.719097222,87.04513889,3.311805556,184.1666667,259.3194444,17.94444444,71.75,-0.066168305,1.563836895,6.066872929
 12/27,1.149652778,91.79513889,2.258680556,120,270.4930556,17.34375,69.04166667,0.636273855,1.066550535,5.899836611
 12/28,0.461458333,93.83333333,1.667013889,180.3819444,269.1354167,19.68402778,17.5,0.088847443,0.787165122,5.280361463
